date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:11:59	205565/205565	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:11:58%20GMT	https://www.gotur.kz/tury/kambodzha.html	./gotur-website/www.gotur.kz/tury/kambodzha.html	(from https://www.gotur.kz/tury.html)
00:12:00	194165/194165	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:11:59%20GMT	https://www.gotur.kz/tury/qatar.html	./gotur-website/www.gotur.kz/tury/qatar.html	(from https://www.gotur.kz/tury.html)
00:12:01	229047/229047	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:00%20GMT	https://www.gotur.kz/tury/kitaj.html	./gotur-website/www.gotur.kz/tury/kitaj.html	(from https://www.gotur.kz/tury.html)
00:12:02	204530/204530	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:01%20GMT	https://www.gotur.kz/tury/kuba.html	./gotur-website/www.gotur.kz/tury/kuba.html	(from https://www.gotur.kz/tury.html)
00:12:05	215652/215652	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:05%20GMT	https://www.gotur.kz/tury/malaysia.html	./gotur-website/www.gotur.kz/tury/malaysia.html	(from https://www.gotur.kz/tury.html)
00:12:05	171628/171628	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:05%20GMT	https://www.gotur.kz/tury/maldivskie-ostrova.html	./gotur-website/www.gotur.kz/tury/maldivskie-ostrova.html	(from https://www.gotur.kz/tury.html)
00:12:07	216517/216517	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:06%20GMT	https://www.gotur.kz/tury/chekhiya.html	./gotur-website/www.gotur.kz/tury/chekhiya.html	(from https://www.gotur.kz/tury.html)
00:12:08	219367/219367	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:07%20GMT	https://www.gotur.kz/tury/shri-lanka.html	./gotur-website/www.gotur.kz/tury/shri-lanka.html	(from https://www.gotur.kz/tury.html)
00:12:09	119606/119606	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:08%20GMT	https://www.gotur.kz/tury/avstriia.html	./gotur-website/www.gotur.kz/tury/avstriia.html	(from https://www.gotur.kz/tury.html)
00:12:10	130383/130383	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:09%20GMT	https://www.gotur.kz/tury/azerbaidzhan.html	./gotur-website/www.gotur.kz/tury/azerbaidzhan.html	(from https://www.gotur.kz/tury.html)
00:12:11	119606/119606	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:10%20GMT	https://www.gotur.kz/tury/armeniia.html	./gotur-website/www.gotur.kz/tury/armeniia.html	(from https://www.gotur.kz/tury.html)
00:12:12	119608/119608	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:11%20GMT	https://www.gotur.kz/tury/aruba.html	./gotur-website/www.gotur.kz/tury/aruba.html	(from https://www.gotur.kz/tury.html)
00:12:13	119632/119632	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:12%20GMT	https://www.gotur.kz/tury/barbados.html	./gotur-website/www.gotur.kz/tury/barbados.html	(from https://www.gotur.kz/tury.html)
00:12:14	130322/130322	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:13%20GMT	https://www.gotur.kz/tury/bulgaria.html	./gotur-website/www.gotur.kz/tury/bulgaria.html	(from https://www.gotur.kz/tury.html)
00:12:15	131315/131315	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:14%20GMT	https://www.gotur.kz/tury/vengriia.html	./gotur-website/www.gotur.kz/tury/vengriia.html	(from https://www.gotur.kz/tury.html)
00:12:16	119680/119680	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:15%20GMT	https://www.gotur.kz/tury/gonkong.html	./gotur-website/www.gotur.kz/tury/gonkong.html	(from https://www.gotur.kz/tury.html)
00:12:17	131431/131431	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:16%20GMT	https://www.gotur.kz/tury/gretsiia.html	./gotur-website/www.gotur.kz/tury/gretsiia.html	(from https://www.gotur.kz/tury.html)
00:12:18	130418/130418	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:17%20GMT	https://www.gotur.kz/tury/dominikanskaia-resp.html	./gotur-website/www.gotur.kz/tury/dominikanskaia-resp.html	(from https://www.gotur.kz/tury.html)
00:12:19	119661/119661	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:18%20GMT	https://www.gotur.kz/tury/izrail.html	./gotur-website/www.gotur.kz/tury/izrail.html	(from https://www.gotur.kz/tury.html)
00:12:20	119643/119643	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:19%20GMT	https://www.gotur.kz/tury/iordaniia.html	./gotur-website/www.gotur.kz/tury/iordaniia.html	(from https://www.gotur.kz/tury.html)
00:12:21	131134/131134	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:20%20GMT	https://www.gotur.kz/tury/ispaniia.html	./gotur-website/www.gotur.kz/tury/ispaniia.html	(from https://www.gotur.kz/tury.html)
00:12:22	119613/119613	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:21%20GMT	https://www.gotur.kz/tury/kipr.html	./gotur-website/www.gotur.kz/tury/kipr.html	(from https://www.gotur.kz/tury.html)
00:12:23	119534/119534	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:22%20GMT	https://www.gotur.kz/tury/koreia.html	./gotur-website/www.gotur.kz/tury/koreia.html	(from https://www.gotur.kz/tury.html)
00:12:24	119780/119780	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:23%20GMT	https://www.gotur.kz/tury/kosta-rika.html	./gotur-website/www.gotur.kz/tury/kosta-rika.html	(from https://www.gotur.kz/tury.html)
00:12:25	130792/130792	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:24%20GMT	https://www.gotur.kz/tury/mavrikii.html	./gotur-website/www.gotur.kz/tury/mavrikii.html	(from https://www.gotur.kz/tury.html)
00:12:26	119704/119704	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:25%20GMT	https://www.gotur.kz/tury/madagaskar.html	./gotur-website/www.gotur.kz/tury/madagaskar.html	(from https://www.gotur.kz/tury.html)
00:12:27	119634/119634	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:26%20GMT	https://www.gotur.kz/tury/malta.html	./gotur-website/www.gotur.kz/tury/malta.html	(from https://www.gotur.kz/tury.html)
00:12:28	119586/119586	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:27%20GMT	https://www.gotur.kz/tury/morokko.html	./gotur-website/www.gotur.kz/tury/morokko.html	(from https://www.gotur.kz/tury.html)
00:12:29	119681/119681	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:28%20GMT	https://www.gotur.kz/tury/meksika.html	./gotur-website/www.gotur.kz/tury/meksika.html	(from https://www.gotur.kz/tury.html)
00:12:30	119644/119644	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:29%20GMT	https://www.gotur.kz/tury/monako.html	./gotur-website/www.gotur.kz/tury/monako.html	(from https://www.gotur.kz/tury.html)
00:12:31	119870/119870	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:30%20GMT	https://www.gotur.kz/tury/novaia-zelandiia.html	./gotur-website/www.gotur.kz/tury/novaia-zelandiia.html	(from https://www.gotur.kz/tury.html)
00:12:32	119736/119736	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:31%20GMT	https://www.gotur.kz/tury/norvegiia.html	./gotur-website/www.gotur.kz/tury/norvegiia.html	(from https://www.gotur.kz/tury.html)
00:12:33	119572/119572	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:32%20GMT	https://www.gotur.kz/tury/oman.html	./gotur-website/www.gotur.kz/tury/oman.html	(from https://www.gotur.kz/tury.html)
00:12:34	127282/127282	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:33%20GMT	https://www.gotur.kz/tury/portugaliia.html	./gotur-website/www.gotur.kz/tury/portugaliia.html	(from https://www.gotur.kz/tury.html)
00:12:35	131410/131410	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:34%20GMT	https://www.gotur.kz/tury/rossiia.html	./gotur-website/www.gotur.kz/tury/rossiia.html	(from https://www.gotur.kz/tury.html)
00:12:36	130098/130098	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:35%20GMT	https://www.gotur.kz/tury/seishely.html	./gotur-website/www.gotur.kz/tury/seishely.html	(from https://www.gotur.kz/tury.html)
00:12:37	128567/128567	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:36%20GMT	https://www.gotur.kz/tury/singapore.html	./gotur-website/www.gotur.kz/tury/singapore.html	(from https://www.gotur.kz/tury.html)
00:12:38	119642/119642	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:37%20GMT	https://www.gotur.kz/tury/sloveniia.html	./gotur-website/www.gotur.kz/tury/sloveniia.html	(from https://www.gotur.kz/tury.html)
00:12:39	131472/131472	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:38%20GMT	https://www.gotur.kz/tury/tanzaniia.html	./gotur-website/www.gotur.kz/tury/tanzaniia.html	(from https://www.gotur.kz/tury.html)
00:12:40	119815/119815	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:39%20GMT	https://www.gotur.kz/tury/tunis.html	./gotur-website/www.gotur.kz/tury/tunis.html	(from https://www.gotur.kz/tury.html)
00:12:41	119544/119544	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:40%20GMT	https://www.gotur.kz/tury/fidzhi.html	./gotur-website/www.gotur.kz/tury/fidzhi.html	(from https://www.gotur.kz/tury.html)
00:12:42	119762/119762	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:41%20GMT	https://www.gotur.kz/tury/filippiny.html	./gotur-website/www.gotur.kz/tury/filippiny.html	(from https://www.gotur.kz/tury.html)
00:12:43	119793/119793	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:42%20GMT	https://www.gotur.kz/tury/finliandiia.html	./gotur-website/www.gotur.kz/tury/finliandiia.html	(from https://www.gotur.kz/tury.html)
00:12:44	130643/130643	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:43%20GMT	https://www.gotur.kz/tury/francija.html	./gotur-website/www.gotur.kz/tury/francija.html	(from https://www.gotur.kz/tury.html)
00:12:45	119793/119793	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:44%20GMT	https://www.gotur.kz/tury/khorvatiia.html	./gotur-website/www.gotur.kz/tury/khorvatiia.html	(from https://www.gotur.kz/tury.html)
00:12:46	130085/130085	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:45%20GMT	https://www.gotur.kz/tury/chernogoriia.html	./gotur-website/www.gotur.kz/tury/chernogoriia.html	(from https://www.gotur.kz/tury.html)
00:12:47	119812/119812	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:46%20GMT	https://www.gotur.kz/tury/shveitsariia.html	./gotur-website/www.gotur.kz/tury/shveitsariia.html	(from https://www.gotur.kz/tury.html)
00:12:48	119854/119854	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:47%20GMT	https://www.gotur.kz/tury/iamaika.html	./gotur-website/www.gotur.kz/tury/iamaika.html	(from https://www.gotur.kz/tury.html)
00:12:49	4854/4854	---MCZ	200	added ('OK')	text/css	etag:W/%2267207107-12f6%22	https://www.gotur.kz/dist/desktop/pages/countries/css/countries.min.css?v=1730179335	./gotur-website/www.gotur.kz/dist/desktop/pages/countries/css/countries.min2cc7.css	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:50	119684/119684	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:48%20GMT	https://www.gotur.kz/tury/iaponiia.html	./gotur-website/www.gotur.kz/tury/iaponiia.html	(from https://www.gotur.kz/tury.html)
00:12:50	1152/1152	---MCZ	200	added ('OK')	text/css	etag:W/%22674d4496-480%22	https://www.gotur.kz/assets/69fe9865/styles.css?v=1733117078	./gotur-website/www.gotur.kz/assets/69fe9865/styles257f.css	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:52	6165/6165	---MCZ	200	added ('OK')	text/css	etag:W/%2267207107-1815%22	https://www.gotur.kz/dist/desktop/pages/country-tours/css/country-tours.min.css?v=1730179335	./gotur-website/www.gotur.kz/dist/desktop/pages/country-tours/css/country-tours.min2cc7.css	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:53	36536/36536	---MCZ	200	added ('OK')	text/css	etag:W/%22674d4496-8eb8%22	https://www.gotur.kz/assets/2d76a567/themes/smoothness/jquery-ui.css?v=1733117078	./gotur-website/www.gotur.kz/assets/2d76a567/themes/smoothness/jquery-ui257f.css	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:53	3745/3745	---MCZ	200	added ('OK')	text/css	etag:W/%2267207107-ea1%22	https://www.gotur.kz/dist/desktop/widgets/tours-calendar/css/tours-calendar.min.css?v=1730179335	./gotur-website/www.gotur.kz/dist/desktop/widgets/tours-calendar/css/tours-calendar.min2cc7.css	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:54	300/300	---MCZ	200	added ('OK')	text/css	etag:W/%2267207107-12c%22	https://www.gotur.kz/dist/desktop/widgets/country-panel/css/country-panel.min.css?v=1730179335	./gotur-website/www.gotur.kz/dist/desktop/widgets/country-panel/css/country-panel.min2cc7.css	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:56	122721/122721	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:55%20GMT	https://www.gotur.kz/strany/turciya.html	./gotur-website/www.gotur.kz/strany/turciya.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:57	173540/173540	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:56%20GMT	https://www.gotur.kz/tury/goryashchie-tury/turciya.html	./gotur-website/www.gotur.kz/tury/goryashchie-tury/turciya.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:58	123583/123583	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:57%20GMT	https://www.gotur.kz/strany/turciya/regiony.html	./gotur-website/www.gotur.kz/strany/turciya/regiony.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:12:59	114900/114900	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:58%20GMT	https://www.gotur.kz/tury/vizy-registratsiya/turciya.html	./gotur-website/www.gotur.kz/tury/vizy-registratsiya/turciya.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:00	60431/60431	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:12:59%20GMT	https://www.gotur.kz/blogs/country/turciya.html	./gotur-website/www.gotur.kz/blogs/country/turciya.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:00	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Dec%202024%2019:12:59%20GMT	https://www.gotur.kz/banner/go.html?id=53	./gotur-website/www.gotur.kz/banner/go3ca5.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:02	239415/239415	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:01%20GMT	https://www.gotur.kz/tury/turciya/aktobe.html	./gotur-website/www.gotur.kz/tury/turciya/aktobe.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:03	241817/241817	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:02%20GMT	https://www.gotur.kz/tury/turciya/aktay.html	./gotur-website/www.gotur.kz/tury/turciya/aktay.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:03	238626/238626	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:03%20GMT	https://www.gotur.kz/tury/turciya/karaganda.html	./gotur-website/www.gotur.kz/tury/turciya/karaganda.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:05	240304/240304	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:04%20GMT	https://www.gotur.kz/tury/turciya/semei.html	./gotur-website/www.gotur.kz/tury/turciya/semei.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:06	240488/240488	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:05%20GMT	https://www.gotur.kz/tury/turciya/taldikorgan.html	./gotur-website/www.gotur.kz/tury/turciya/taldikorgan.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:07	240385/240385	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:06%20GMT	https://www.gotur.kz/tury/turciya/temirtay.html	./gotur-website/www.gotur.kz/tury/turciya/temirtay.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:08	241002/241002	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:07%20GMT	https://www.gotur.kz/tury/turciya/uralsk.html	./gotur-website/www.gotur.kz/tury/turciya/uralsk.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:09	238026/238026	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:08%20GMT	https://www.gotur.kz/tury/turciya/ust-kamenogorsk.html	./gotur-website/www.gotur.kz/tury/turciya/ust-kamenogorsk.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:09%20GMT	https://www.gotur.kz/tour/view.html?tour=STcba1dc09a657daeb390a9fff72f0a0e0	./gotur-website/www.gotur.kz/tour/view15d2.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:11	251841/251841	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:10%20GMT	https://www.gotur.kz/hotel/cleopatra-golden-beach.html?tour=STcba1dc09a657daeb390a9fff72f0a0e0	./gotur-website/www.gotur.kz/hotel/cleopatra-golden-beach15d2.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:11%20GMT	https://www.gotur.kz/tour/view.html?tour=ST49c63895fc36f65cb62e5a8be15b7e5b	./gotur-website/www.gotur.kz/tour/view39a6.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:13	100119/100119	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:12%20GMT	https://www.gotur.kz/hotel/green-life-hotel.html?tour=ST49c63895fc36f65cb62e5a8be15b7e5b	./gotur-website/www.gotur.kz/hotel/green-life-hotel39a6.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:13%20GMT	https://www.gotur.kz/tour/view.html?tour=ST08a4eb7e13f7ef6d575952b2dfa70249	./gotur-website/www.gotur.kz/tour/view3ed1.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:15	128681/128681	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:14%20GMT	https://www.gotur.kz/hotel/belkon-hotel.html?tour=ST08a4eb7e13f7ef6d575952b2dfa70249	./gotur-website/www.gotur.kz/hotel/belkon-hotel3ed1.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:15%20GMT	https://www.gotur.kz/tour/view.html?tour=ST74bbc36e8ad8d6617a67fd50cb074d78	./gotur-website/www.gotur.kz/tour/view89fb.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:17	162769/162769	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:16%20GMT	https://www.gotur.kz/hotel/prenses-sealine-beach-hotel.html?tour=ST74bbc36e8ad8d6617a67fd50cb074d78	./gotur-website/www.gotur.kz/hotel/prenses-sealine-beach-hotel89fb.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:17%20GMT	https://www.gotur.kz/tour/view.html?tour=ST8a8b88647ec2dd5de734b8cfdf58ef6e	./gotur-website/www.gotur.kz/tour/view2e9a.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:19	162853/162853	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:18%20GMT	https://www.gotur.kz/hotel/prenses-sealine-beach-hotel.html?tour=ST8a8b88647ec2dd5de734b8cfdf58ef6e	./gotur-website/www.gotur.kz/hotel/prenses-sealine-beach-hotel2e9a.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:19%20GMT	https://www.gotur.kz/tour/view.html?tour=ST8a5cdf09f8226186204e913cb4668fbf	./gotur-website/www.gotur.kz/tour/view1494.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:21	279000/279000	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:20%20GMT	https://www.gotur.kz/hotel/berke-ranch-hotel.html?tour=ST8a5cdf09f8226186204e913cb4668fbf	./gotur-website/www.gotur.kz/hotel/berke-ranch-hotel1494.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:21%20GMT	https://www.gotur.kz/tour/view.html?tour=ST08e18e693e9fe1ce454ca21635986998	./gotur-website/www.gotur.kz/tour/view0bc5.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:23	96532/96532	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:22%20GMT	https://www.gotur.kz/hotel/forest-in-hotel.html?tour=ST08e18e693e9fe1ce454ca21635986998	./gotur-website/www.gotur.kz/hotel/forest-in-hotel0bc5.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:23%20GMT	https://www.gotur.kz/tour/view.html?tour=ST5fef12869701d455bb442b619c969f51	./gotur-website/www.gotur.kz/tour/view96fc.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:25	148713/148713	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:24%20GMT	https://www.gotur.kz/hotel/viking-star-hotel.html?tour=ST5fef12869701d455bb442b619c969f51	./gotur-website/www.gotur.kz/hotel/viking-star-hotel96fc.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:25%20GMT	https://www.gotur.kz/tour/view.html?tour=ST74f04cc81a70ac5939a87aacef0d88eb	./gotur-website/www.gotur.kz/tour/view281c.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:27	159328/159328	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:26%20GMT	https://www.gotur.kz/hotel/citrus-park-hotel.html?tour=ST74f04cc81a70ac5939a87aacef0d88eb	./gotur-website/www.gotur.kz/hotel/citrus-park-hotel281c.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:27%20GMT	https://www.gotur.kz/tour/view.html?tour=ST08a609b7357e4d4f8ebad1562ace4d61	./gotur-website/www.gotur.kz/tour/view5e6d.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:29	176558/176558	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:28%20GMT	https://www.gotur.kz/hotel/kemalhan-beach-hotel.html?tour=ST08a609b7357e4d4f8ebad1562ace4d61	./gotur-website/www.gotur.kz/hotel/kemalhan-beach-hotel5e6d.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:29%20GMT	https://www.gotur.kz/tour/view.html?tour=ST8a7d6b582880c38771a173f06b3bd9f8	./gotur-website/www.gotur.kz/tour/view998b.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:31	165832/165832	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:30%20GMT	https://www.gotur.kz/hotel/adalya-elite-lara.html?tour=ST8a7d6b582880c38771a173f06b3bd9f8	./gotur-website/www.gotur.kz/hotel/adalya-elite-lara998b.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:31%20GMT	https://www.gotur.kz/tour/view.html?tour=ST49a82118e4bcff3935c268d698fd3ec9	./gotur-website/www.gotur.kz/tour/view2034.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:33	151285/151285	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:32%20GMT	https://www.gotur.kz/hotel/kemer-botanik-resort.html?tour=ST49a82118e4bcff3935c268d698fd3ec9	./gotur-website/www.gotur.kz/hotel/kemer-botanik-resort2034.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:33%20GMT	https://www.gotur.kz/tour/view.html?tour=ST74e3bd9ffdc8e365ce64f69f750576a0	./gotur-website/www.gotur.kz/tour/view9bf7.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:35	335603/335603	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:13:34%20GMT	https://www.gotur.kz/hotel/laren-family-hotel-spa.html?tour=ST74e3bd9ffdc8e365ce64f69f750576a0	./gotur-website/www.gotur.kz/hotel/laren-family-hotel-spa9bf7.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
00:13:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Dec%202024%2019:13:35%20GMT	https://www.gotur.kz/tour/view.html?tour=STa0cabfaa0492846f66618926c44fcc2b	./gotur-website/www.gotur.kz/tour/viewf647.html	(from https://www.gotur.kz/tury/turciya/almaty.html)
